,DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA ,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON,ZIP_CODE
944804,141115073,08/15/2014 12:00:00 AM,08/15/2014 12:00:00 AM,2325,11,Northeast,1184,1,110,CRIMINAL HOMICIDE,0400 0411 0906 1402,22,M,H,101.0,STREET,207.0,OTHER KNIFE,IC,Invest Cont,110.0,998.0,,,1500 W  SUNSET                       BL,,34.0759,-118.2553,90026
945226,140400725,04/19/2014 12:00:00 AM,04/19/2014 12:00:00 AM,23,4,Hollenbeck,497,1,110,CRIMINAL HOMICIDE,1100 0430 0906,25,M,H,108.0,PARKING LOT,104.0,SHOTGUN,IC,Invest Cont,110.0,,,,2900    GLENN                        AV,,34.0235,-118.2152,90023
945980,141518589,10/09/2014 12:00:00 AM,10/09/2014 12:00:00 AM,1749,15,N Hollywood,1525,1,110,CRIMINAL HOMICIDE,0906 1100 0202 0430,40,M,H,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,6300    LAUREL CANYON                BL,,34.1849,-118.3965,91606
946521,141213217,05/28/2014 12:00:00 AM,05/27/2014 12:00:00 AM,1800,12,77th Street,1259,1,110,CRIMINAL HOMICIDE,1100 0302 0430 0906 1270,48,M,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,,,,7500 S  CENTRAL                      AV,,33.9721,-118.2564,90001
947953,140410809,06/25/2014 12:00:00 AM,06/25/2014 12:00:00 AM,1356,4,Hollenbeck,421,1,110,CRIMINAL HOMICIDE,1100 0430 0906 1402 1407,48,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,998.0,,,200 S  AVENUE 19,,34.0721,-118.2213,90031
948794,141306110,02/07/2014 12:00:00 AM,02/07/2014 12:00:00 AM,2330,13,Newton,1321,1,110,CRIMINAL HOMICIDE,1100 0302 0334 0430 1407,22,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,998.0,,,300 W  ADAMS                        BL,,34.0265,-118.2723,90007
948873,140919345,11/21/2014 12:00:00 AM,11/21/2014 12:00:00 AM,130,9,Van Nuys,923,1,110,CRIMINAL HOMICIDE,1100 0430 0906 0302,34,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,IC,Invest Cont,110.0,,,,6500 N  SEPULVEDA                    BL,,34.1885,-118.4662,91411
949829,141821933,12/20/2014 12:00:00 AM,12/20/2014 12:00:00 AM,2,18,Southeast,1849,1,110,CRIMINAL HOMICIDE,0906 0430 1100,35,M,B,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,110.0,,,,1900 E  110TH                        ST,,33.9352,-118.23899999999999,90002
949898,141316901,08/23/2014 12:00:00 AM,08/23/2014 12:00:00 AM,1825,13,Newton,1373,1,110,CRIMINAL HOMICIDE,1402 0906 1100 0430 1223,27,M,B,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,5400 S  CENTRAL                      AV,,33.9936,-118.2565,90011
950240,141215093,06/24/2014 12:00:00 AM,06/24/2014 12:00:00 AM,2252,12,77th Street,1203,1,110,CRIMINAL HOMICIDE,1310 0430 0309 1100 0906 1270,28,M,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,,,,4800 S  WESTERN                      AV,,34.0001,-118.3089,90062
950303,141222885,10/17/2014 12:00:00 AM,10/17/2014 12:00:00 AM,1720,12,77th Street,1248,1,110,CRIMINAL HOMICIDE,1100 1402 1409 1407 0342 1309 0906 0302 0430 0216,25,F,B,101.0,STREET,101.0,REVOLVER,IC,Invest Cont,110.0,,,,6500 S  VERMONT                      AV,,33.9801,-118.2914,90037
950539,141807480,03/13/2014 12:00:00 AM,03/12/2014 12:00:00 AM,2105,18,Southeast,1827,1,110,CRIMINAL HOMICIDE,0309 1100 0302 1407 1409 1309 0906 1816 0430,24,M,B,101.0,STREET,101.0,REVOLVER,IC,Invest Cont,110.0,,,,9500    HICKORY                      ST,,33.9506,-118.2351,90002
954120,141604162,01/05/2014 12:00:00 AM,01/05/2014 12:00:00 AM,1540,16,Foothill,1617,1,110,CRIMINAL HOMICIDE,2000 1309 2002 0416 1414 0429 1402,50,M,W,104.0,DRIVEWAY,307.0,VEHICLE,AA,Adult Arrest,110.0,998.0,,,8400    GRENOBLE                     ST,,34.2606,-118.3157,91040
954155,141209991,04/10/2014 12:00:00 AM,04/10/2014 12:00:00 AM,1945,12,77th Street,1256,1,110,CRIMINAL HOMICIDE,0302 0334 0430 1100 1407 0906 1270,42,M,B,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,500 W  76TH                         ST,,33.9708,-118.2827,90003
954372,140701271,11/19/2014 12:00:00 AM,11/19/2014 12:00:00 AM,758,7,Wilshire,785,1,110,CRIMINAL HOMICIDE,0416 1402,41,M,H,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,110.0,998.0,,,RIMPAU                       BL,WASHINGTON                   BL,34.0399,-118.3444,90019
955914,141915549,07/17/2014 12:00:00 AM,07/17/2014 12:00:00 AM,600,19,Mission,1991,1,110,CRIMINAL HOMICIDE,0442 1100 0371 0430 0906,19,M,B,108.0,PARKING LOT,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,8200 N  SEPULVEDA                    BL,,34.2198,-118.4671,91343
955940,140400553,02/03/2014 12:00:00 AM,02/03/2014 12:00:00 AM,55,4,Hollenbeck,455,1,110,CRIMINAL HOMICIDE,1100 0302 0430 1419 1402,20,M,H,102.0,SIDEWALK,102.0,HAND GUN,JA,Juv Arrest,110.0,998.0,,,2100 E  CESAR E CHAVEZ               AV,,34.0485,-118.2115,90033
956077,142004875,01/20/2014 12:00:00 AM,01/20/2014 12:00:00 AM,1350,20,Olympic,2014,1,110,CRIMINAL HOMICIDE,0342 0302 0334 0906 1816 0430 1270,24,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,4000 W  3RD                          ST,,34.069,-118.3004,90020
956686,140315497,07/11/2014 12:00:00 AM,07/11/2014 12:00:00 AM,1645,3,Southwest,356,1,110,CRIMINAL HOMICIDE,0411 1822 0305,44,M,H,102.0,SIDEWALK,223.0,UNKNOWN TYPE CUTTING INSTRUMENT,AA,Adult Arrest,110.0,,,,1600 W  35TH                         ST,,34.0247,-118.306,90018
956997,141812306,06/13/2014 12:00:00 AM,06/13/2014 12:00:00 AM,2205,18,Southeast,1802,1,110,CRIMINAL HOMICIDE,1240 1309 0302 0430 0906 1270 0309,20,M,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,AO,Adult Other,110.0,,,,8600 S  FIGUEROA                     ST,,33.9601,-118.2827,90003
958510,140808352,03/13/2014 12:00:00 AM,03/13/2014 12:00:00 AM,1314,8,West LA,899,1,110,CRIMINAL HOMICIDE,1501,3,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,110.0,,,,8800    CATTARAGAUS                  BL,,34.0329,-118.3832,90232
959188,141806749,02/27/2014 12:00:00 AM,02/26/2014 12:00:00 AM,1835,18,Southeast,1832,1,110,CRIMINAL HOMICIDE,1100 0302 0334 0342 0430 0906 1270 1805,37,M,B,121.0,YARD (RESIDENTIAL/BUSINESS),102.0,HAND GUN,IC,Invest Cont,110.0,,,,10400 S  BROADWAY,,33.9419,-118.2781,90044
959255,141915550,07/17/2014 12:00:00 AM,07/17/2014 12:00:00 AM,600,19,Mission,1991,1,110,CRIMINAL HOMICIDE,0442 0371 0430 0906,26,M,B,108.0,PARKING LOT,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,8200 N  SEPULVEDA                    BL,,34.2198,-118.4671,91343
959492,140309025,03/30/2014 12:00:00 AM,03/29/2014 12:00:00 AM,2230,3,Southwest,375,1,110,CRIMINAL HOMICIDE,0302 0326 0342 0430 1100 1309 1822 1240 1310 0906,45,F,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,,,,3800    CIMARRON                     ST,,34.0174,-118.3161,90018
962587,141225877,12/03/2014 12:00:00 AM,12/03/2014 12:00:00 AM,355,12,77th Street,1233,1,110,CRIMINAL HOMICIDE,0430 1309 1100 0906,21,M,B,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,6100 S  WILTON                       PL,,33.9842,-118.3149,90062
963430,141307593,03/05/2014 12:00:00 AM,03/05/2014 12:00:00 AM,830,13,Newton,1362,1,110,CRIMINAL HOMICIDE,0407 1402,28,F,H,707.0,GARAGE/CARPORT,506.0,FIRE,AA,Adult Arrest,110.0,998.0,,,100 E  50TH                         ST,,33.9974,-118.274,90037
963504,140219442,10/20/2014 12:00:00 AM,10/20/2014 12:00:00 AM,1,2,Rampart,219,1,110,CRIMINAL HOMICIDE,0430 1100 1407 1402,28,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,KELLAM,EDGEWARE                     RD,34.0698,-118.2528,90026
963723,141510048,04/28/2014 12:00:00 AM,04/28/2014 12:00:00 AM,1030,15,N Hollywood,1543,1,110,CRIMINAL HOMICIDE,0400 1100 2000 0430 1813 0395,41,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",101.0,REVOLVER,AO,Adult Other,110.0,,,,12400    WEDDINGTON                   ST,,34.1667,-118.40299999999999,91607
965900,141223895,11/02/2014 12:00:00 AM,11/02/2014 12:00:00 AM,135,12,77th Street,1253,1,110,CRIMINAL HOMICIDE,0430 1100 0302 1309 0906,42,M,B,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,2000 W  77TH                         ST,,33.97,-118.3134,90305
968217,140709704,05/29/2014 12:00:00 AM,05/27/2014 12:00:00 AM,15,7,Wilshire,734,1,110,CRIMINAL HOMICIDE,1100 1402 1407 1202 0430,65,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,AO,Adult Other,110.0,998.0,,,500 S  CURSON                       AV,,34.0657,-118.3552,90036
969776,140323900,11/17/2014 12:00:00 AM,11/16/2014 12:00:00 AM,2055,3,Southwest,397,1,110,CRIMINAL HOMICIDE,0906 0302 0334 0430 1020 1100 1402 1822,19,M,B,104.0,DRIVEWAY,102.0,HAND GUN,IC,Invest Cont,110.0,,,,1000 W  43RD                         ST,,34.0055,-118.2915,90037
972027,141804158,01/05/2014 12:00:00 AM,01/05/2014 12:00:00 AM,10,18,Southeast,1822,1,110,CRIMINAL HOMICIDE,0430 1822 1100 0906 1223,46,M,B,102.0,SIDEWALK,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,10000 S  MAIN                         ST,,33.9456,-118.2739,90044
972621,140506522,03/05/2014 12:00:00 AM,03/05/2014 12:00:00 AM,2139,5,Harbor,531,1,110,CRIMINAL HOMICIDE,0906 0430 1100,21,M,O,108.0,PARKING LOT,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,25800 S  WESTERN                      AV,,33.7895,-118.3076,90717
974626,142117636,10/29/2014 12:00:00 AM,10/29/2014 12:00:00 AM,1157,21,Topanga,2189,1,110,CRIMINAL HOMICIDE,0430 1100 1402,43,M,W,503.0,HOTEL,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,20200    VENTURA                      BL,,34.1702,-118.5729,91356
974892,140717183,12/08/2014 12:00:00 AM,12/08/2014 12:00:00 AM,730,7,Wilshire,734,1,110,CRIMINAL HOMICIDE,2000 0913 1821 1813 1100 0430 0602 0302,30,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,AO,Adult Other,110.0,,,,300    HAUSER                       BL,,34.0699,-118.3511,90036
974949,141821180,12/06/2014 12:00:00 AM,12/04/2014 12:00:00 AM,1100,18,Southeast,1822,1,110,CRIMINAL HOMICIDE,0395 1240,57,,,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,110.0,,,,10200 S  GRAND                        AV,,33.9437,-118.2805,90044
975347,141227637,12/30/2014 12:00:00 AM,12/29/2014 12:00:00 AM,1845,12,77th Street,1263,1,110,CRIMINAL HOMICIDE,1100 0430 0309 0302 1309 1822 0906,20,M,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,,,,84TH                         ST,SAINT ANDREWS                PL,33.9627,-118.3112,90047
975733,141805428,01/29/2014 12:00:00 AM,01/28/2014 12:00:00 AM,1845,18,Southeast,1863,1,110,CRIMINAL HOMICIDE,0303 0342 0416 0417 0429 0446 1822,57,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,110.0,,,,116TH                        ST,AVALON                       BL,33.9292,-118.2652,90061
976074,140200775,09/27/2014 12:00:00 AM,09/27/2014 12:00:00 AM,312,2,Rampart,221,1,110,CRIMINAL HOMICIDE,1100 0430 1309 1402,38,M,H,102.0,SIDEWALK,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,998.0,,,4100    ROSEWOOD                     AV,,34.0791,-118.2932,90029
976424,141310686,05/04/2014 12:00:00 AM,05/04/2014 12:00:00 AM,300,13,Newton,1317,1,110,CRIMINAL HOMICIDE,1100 0430 0432 1402,26,M,H,108.0,PARKING LOT,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,1400 S  ALAMEDA                      ST,,34.0255,-118.2392,90021
976810,141430885,12/19/2014 12:00:00 AM,12/19/2014 12:00:00 AM,1125,14,Pacific,1445,1,110,CRIMINAL HOMICIDE,0334 0302 0430 1100 0353 1251 1259 1409 1407 0906,16,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,998.0,,,12400    WASHINGTON                   PL,,33.9976,-118.4342,90066
977283,141807186,03/07/2014 12:00:00 AM,03/06/2014 12:00:00 AM,1035,18,Southeast,1822,1,110,CRIMINAL HOMICIDE,0906 0302 1100 0326 0430,27,M,B,102.0,SIDEWALK,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,,,,9600 S  MAIN                         ST,,33.9492,-118.2739,90003
979434,140817313,12/17/2014 12:00:00 AM,12/17/2014 12:00:00 AM,905,8,West LA,898,1,110,CRIMINAL HOMICIDE,0430 1100 1409 0906,20,M,H,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,8900    KRAMERWOOD                   PL,,34.0338,-118.3875,90034
979708,140807709,04/12/2014 12:00:00 AM,04/12/2014 12:00:00 AM,1530,8,West LA,807,1,110,CRIMINAL HOMICIDE,1407 1402 1409 1309 1100 0302 0430,28,M,W,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,10000    WESTWANDA                    DR,,34.1105,-118.4373,90077
980308,141119555,11/11/2014 12:00:00 AM,11/11/2014 12:00:00 AM,2120,11,Northeast,1127,1,110,CRIMINAL HOMICIDE,0906 1419 1407 0430 1100,26,M,H,104.0,DRIVEWAY,107.0,OTHER FIREARM,AA,Adult Arrest,110.0,998.0,,,6000    FAYETTE                      ST,,34.1194,-118.1889,90042
980798,141821298,12/08/2014 12:00:00 AM,12/08/2014 12:00:00 AM,1538,18,Southeast,1863,1,110,CRIMINAL HOMICIDE,0342 1309 1100 0302 0430 0309 1822 0906,26,M,B,102.0,SIDEWALK,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,300 E  118TH                        ST,,33.9265,-118.2695,90061
981255,140512860,08/01/2014 12:00:00 AM,08/01/2014 12:00:00 AM,2228,5,Harbor,517,1,110,CRIMINAL HOMICIDE,0430 1100 0906,19,M,H,102.0,SIDEWALK,106.0,UNKNOWN FIREARM,IC,Invest Cont,110.0,,,,OPP                          ST,LECOUVREUR                   AV,33.7831,-118.2562,90744
981691,141211083,04/26/2014 12:00:00 AM,04/25/2014 12:00:00 AM,1646,12,77th Street,1243,1,110,CRIMINAL HOMICIDE,0334 0337 0342 0344 0352 0416 0430 1100 1402 0906,32,M,B,218.0,BEAUTY/BARBER SHOP,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,6500 S  WESTERN                      AV,,33.9806,-118.309,90062
981969,141321371,11/08/2014 12:00:00 AM,11/08/2014 12:00:00 AM,145,13,Newton,1317,1,110,CRIMINAL HOMICIDE,1407 0430 1310 1240 1100,24,F,B,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,ALAMEDA                      ST,14TH                         ST,34.0255,-118.2392,90021
982252,141215094,06/24/2014 12:00:00 AM,06/24/2014 12:00:00 AM,2252,12,77th Street,1203,1,110,CRIMINAL HOMICIDE,1310 0430 0309 0906,21,F,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,,,,4800 S  WESTERN                      AV,,34.0001,-118.3089,90062
982591,140216010,08/17/2014 12:00:00 AM,08/17/2014 12:00:00 AM,123,2,Rampart,248,1,110,CRIMINAL HOMICIDE,1100 1309 0906 0309 1270 0430 1407,20,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,998.0,,,400    WITMER                       ST,,34.0576,-118.2644,90017
982896,141322313,11/23/2014 12:00:00 AM,11/23/2014 12:00:00 AM,900,13,Newton,1375,1,110,CRIMINAL HOMICIDE,1100 0430 1402,32,M,B,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,1100 E  57TH                         ST,,33.9911,-118.2564,90011
984895,141614676,10/14/2014 12:00:00 AM,10/14/2014 12:00:00 AM,20,16,Foothill,1651,1,110,CRIMINAL HOMICIDE,0906 0302 1414 1409 1270 1100 1407 0430 1419,35,M,H,108.0,PARKING LOT,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,12700    BRANFORD                     ST,,34.2433,-118.4099,91331
985291,141200796,08/08/2014 12:00:00 AM,08/07/2014 12:00:00 AM,2020,12,77th Street,1256,1,110,CRIMINAL HOMICIDE,1100 0430 0216 1822 0906 1270,47,M,B,108.0,PARKING LOT,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,500 W  74TH                         ST,,33.9727,-118.2827,90003
989442,142021088,12/18/2014 12:00:00 AM,12/18/2014 12:00:00 AM,2311,20,Olympic,2081,1,110,CRIMINAL HOMICIDE,0906 1100 0430 0342 0216 1407 1409,43,M,B,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,1600 S  VAN NESS                     AV,,34.0436,-118.3164,90018
989538,140322573,10/27/2014 12:00:00 AM,10/26/2014 12:00:00 AM,2130,3,Southwest,379,1,110,CRIMINAL HOMICIDE,1822 1100 0430 0906,24,M,B,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,1000 W  MARTIN LUTHER KING JR        BL,,34.0109,-118.2915,90037
989749,141809358,07/01/2014 12:00:00 AM,07/01/2014 12:00:00 AM,930,18,Southeast,1837,1,110,CRIMINAL HOMICIDE,1100 0430 1407 0906 0371,48,M,B,101.0,STREET,102.0,HAND GUN,JA,Juv Arrest,110.0,,,,115TH                        ST,WILMINGTON                   AV,33.9303,-118.2391,90059
989811,141218941,08/22/2014 12:00:00 AM,08/22/2014 12:00:00 AM,1820,12,77th Street,1239,1,110,CRIMINAL HOMICIDE,1100 0430 1259 0906 1270,17,M,B,122.0,"VEHICLE, PASSENGER/TRUCK",102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,1000 W  61ST                         ST,,33.9842,-118.2915,90037
989854,141300723,08/18/2014 12:00:00 AM,08/18/2014 12:00:00 AM,1940,13,Newton,1323,1,110,CRIMINAL HOMICIDE,0430 1100 1407 1251 1259,17,M,B,102.0,SIDEWALK,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,1000 E  ADAMS                        BL,,34.0193,-118.2562,90011
990307,140717806,12/22/2014 12:00:00 AM,12/22/2014 12:00:00 AM,1920,7,Wilshire,729,1,110,CRIMINAL HOMICIDE,1402,86,F,W,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,110.0,998.0,,,100 N  BEACHWOOD                    DR,,34.0736,-118.3216,90020
990667,140915756,09/07/2014 12:00:00 AM,09/07/2014 12:00:00 AM,430,9,Van Nuys,935,1,110,CRIMINAL HOMICIDE,0411 0906,53,M,H,101.0,STREET,201.0,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AA,Adult Arrest,110.0,,,,VAN NUYS                     BL,ERWIN                        ST,34.1847,-118.4487,91411
991104,140400761,05/03/2014 12:00:00 AM,05/03/2014 12:00:00 AM,2340,4,Hollenbeck,448,1,110,CRIMINAL HOMICIDE,0302 1100 0430 0906 1816 1805 1407 1402,25,M,H,108.0,PARKING LOT,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,1600 N  SOTO                         ST,,34.0623,-118.198,90033
991860,141107093,03/10/2014 12:00:00 AM,03/09/2014 12:00:00 AM,1435,11,Northeast,1186,1,110,CRIMINAL HOMICIDE,1407 1100 0430 0906,45,M,H,203.0,OTHER BUSINESS,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,900    ACADEMY                      RD,,34.0828,-118.2365,90031
992956,140900950,07/10/2014 12:00:00 AM,07/10/2014 12:00:00 AM,1750,9,Van Nuys,919,1,110,CRIMINAL HOMICIDE,1402 0913 0411 0906,33,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",203.0,DIRK/DAGGER,AA,Adult Arrest,110.0,998.0,,,13500    VANOWEN                      ST,,34.194,-118.4268,91401
993412,141217203,07/26/2014 12:00:00 AM,07/26/2014 12:00:00 AM,1632,12,77th Street,1266,1,110,CRIMINAL HOMICIDE,1822 0342 1100 1309 0430 0906 1270,25,M,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,,,,7900 S  FIGUEROA                     ST,,33.9679,-118.2827,90003
994784,140509961,01/23/2014 12:00:00 AM,01/22/2014 12:00:00 AM,1220,5,Harbor,524,1,110,CRIMINAL HOMICIDE,0430 1100 1402 0906,29,M,H,102.0,SIDEWALK,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,400    KING                         AV,,33.7749,-118.275,90744
995714,141819837,11/06/2014 12:00:00 AM,11/06/2014 12:00:00 AM,2314,18,Southeast,1804,1,110,CRIMINAL HOMICIDE,0906 1402 0342 1100 0430 1270 1816 1407 1822 0371,20,M,B,101.0,STREET,102.0,HAND GUN,AA,Adult Arrest,110.0,,,,700    CALIBURN                     DR,,33.9573,-118.2629,90003
995949,141217477,07/29/2014 12:00:00 AM,07/29/2014 12:00:00 AM,2039,12,77th Street,1255,1,110,CRIMINAL HOMICIDE,1100 0430,33,M,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,998.0,,,1000 W  76TH                         ST,,33.9711,-118.2918,90044
996119,141013721,08/16/2014 12:00:00 AM,08/16/2014 12:00:00 AM,35,10,West Valley,1033,1,110,CRIMINAL HOMICIDE,1100 0430 1822 0906 1414 0302 1809 1270,20,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,,,,18600    TOPHAM                       ST,,34.1807,-118.5382,91335
997206,141200899,10/05/2014 12:00:00 AM,10/04/2014 12:00:00 AM,2100,12,77th Street,1265,1,110,CRIMINAL HOMICIDE,1100 0430,28,M,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,HALLDALE,84TH                         PL,33.9618,-118.3025,90047
997988,141808496,04/02/2014 12:00:00 AM,04/01/2014 12:00:00 AM,1545,18,Southeast,1862,1,110,CRIMINAL HOMICIDE,0417 0416,0,M,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,110.0,,,,118TH,MAIN,33.9265,-118.2739,90061
999041,151212773,05/08/2015 12:00:00 AM,05/08/2015 12:00:00 AM,2005,12,77th Street,1242,1,110,CRIMINAL HOMICIDE,0342 1310 1100 0302 0430 0309 0906,40,M,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,110.0,,,,6600    MADDEN                       AV,,33.9797,-118.3255,90043
999922,151519250,10/04/2015 12:00:00 AM,10/04/2015 12:00:00 AM,140,15,N Hollywood,1506,1,110,CRIMINAL HOMICIDE,0906 0602 0411 0554,25,M,H,501.0,SINGLE FAMILY DWELLING,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,110.0,,,,11300    SATICOY                      ST,,34.2085,-118.3769,91605
1000582,151809043,04/12/2015 12:00:00 AM,04/12/2015 12:00:00 AM,2150,18,Southeast,1806,1,110,CRIMINAL HOMICIDE,1402 1816 0906 1822 0416 0417,50,M,H,103.0,ALLEY,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,110.0,,,,8800 S  CENTRAL                      AV,,33.9543,-118.2564,90002
1001227,151805988,02/13/2015 12:00:00 AM,02/13/2015 12:00:00 AM,341,18,Southeast,1835,1,110,CRIMINAL HOMICIDE,0430 1407 1419 0906 1100,39,M,B,121.0,YARD (RESIDENTIAL/BUSINESS),104.0,SHOTGUN,AA,Adult Arrest,110.0,,,,1200 E  106TH                        ST,,33.9397,-118.25299999999999,90002
1001708,150500888,06/14/2015 12:00:00 AM,06/14/2015 12:00:00 AM,800,5,Harbor,585,1,110,CRIMINAL HOMICIDE,0430 1100 0913 1309,24,M,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,,,,20TH                         ST,MEYLER                       ST,33.7261,-118.2968,90732
1002344,150405773,02/10/2015 12:00:00 AM,02/10/2015 12:00:00 AM,536,4,Hollenbeck,455,1,110,CRIMINAL HOMICIDE,1100 0430 1251 0906,20,M,H,104.0,DRIVEWAY,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110.0,,,,2100    SHERIDAN                     ST,,34.0516,-118.2095,90033
1003264,152100816,09/05/2015 12:00:00 AM,09/05/2015 12:00:00 AM,35,21,Topanga,2137,1,110,CRIMINAL HOMICIDE,1223 1402 0411 0342 0906,28,M,H,101.0,STREET,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,110.0,998.0,,,SHERMAN                      WY,LURLINE,34.201,-118.5841,91306
1003714,150321222,09/27/2015 12:00:00 AM,09/27/2015 12:00:00 AM,500,3,Southwest,317,1,110,CRIMINAL HOMICIDE,0326 0302 1100 0430 0334 1309 1822 1402 1407 1414,30,M,H,210.0,RESTAURANT/FAST FOOD,102.0,HAND GUN,AA,Adult Arrest,110.0,998.0,,,2500 S  VERMONT                      AV,,34.0349,-118.2959,90007
1004019,151816728,09/04/2015 12:00:00 AM,09/04/2015 12:00:00 AM,305,18,Southeast,1824,1,110,CRIMINAL HOMICIDE,1100 1402 0430 1309 1310 0906,27,M,B,101.0,STREET,106.0,UNKNOWN FIREARM,AA,Adult Arrest,110.0,998.0,,,9300 S  CENTRAL                      AV,,33.9518,-118.2554,90002
